Nodes	MON=0 RES=0	MON=1 RES=0	MON=0 RES=1	MON=1 RES=1
1 1.04304e+07 1.49108e+07 1.85842e+07 2.05247e+07 1.05166e+07 1.53771e+07 1.88187e+07 2.0164e+07 1.09013e+07 1.51429e+07 1.83075e+07 2.04006e+07 1.07828e+07 1.4818e+07 1.85096e+07 2.04832e+07 
2 2.13276e+07 2.70113e+07 2.95976e+07 3.06931e+07 2.19055e+07 2.61992e+07 2.96689e+07 3.05464e+07 2.14823e+07 2.61346e+07 2.95717e+07 3.31234e+07 2.14932e+07 2.59631e+07 2.9398e+07 3.18661e+07 
4 4.29738e+07 5.22189e+07 5.87663e+07 6.05123e+07 4.28793e+07 5.21802e+07 5.84582e+07 6.08483e+07 4.27996e+07 5.21759e+07 5.83231e+07 6.1008e+07 4.25436e+07 5.19059e+07 5.82713e+07 6.08614e+07 
8 6.54276e+07 8.59366e+07 1.07644e+08 1.14981e+08 6.56639e+07 8.69099e+07 1.05011e+08 1.1512e+08 6.52063e+07 8.68215e+07 1.06287e+08 1.14858e+08 6.6245e+07 8.59181e+07 1.05838e+08 1.14183e+08 
16 1.13743e+08 1.6847e+08 2.13331e+08 2.31744e+08 1.15489e+08 1.62607e+08 2.09543e+08 2.27537e+08 1.12703e+08 1.65614e+08 2.12915e+08 2.27228e+08 1.12235e+08 1.64666e+08 2.10402e+08 2.29699e+08 
32 1.8743e+08 2.84625e+08 4.04294e+08 4.43836e+08 1.69908e+08 2.80224e+08 3.87518e+08 4.18766e+08 1.82326e+08 2.89886e+08 3.80913e+08 4.31012e+08 1.62264e+08 2.81198e+08 3.75401e+08 4.39965e+08 
64 2.01811e+08 3.72125e+08 5.67763e+08 6.66002e+08 1.56365e+08 3.10264e+08 5.69766e+08 6.29556e+08 1.53864e+08 3.79025e+08 5.22682e+08 6.52149e+08 1.83053e+08 3.19819e+08 5.06843e+08 5.96565e+08
128 2.16116e+08 3.8061e+08 7.20343e+08 9.75184e+08 2.00886e+08 
256 1.49946e+08 3.67628e+08 5.9457e+08 8.82316e+08 1.89807e+08 4.09453e+08 6.77027e+08 
