[16,16,16]
0,0,0:532
0,0,1:524
0,0,2:518
0,0,3:502
0,0,4:513
0,0,5:529
0,0,6:527
0,0,7:558
0,1,0:553
0,1,1:494
0,1,2:465
0,1,3:490
0,1,4:541
0,1,5:478
0,1,6:554
0,1,7:544
0,2,0:525
0,2,1:506
0,2,2:523
0,2,3:527
0,2,4:502
0,2,5:476
0,2,6:520
0,2,7:496
0,3,0:478
0,3,1:530
0,3,2:485
0,3,3:509
0,3,4:462
0,3,5:508
0,3,6:516
0,3,7:496
0,4,0:501
0,4,1:502
0,4,2:487
0,4,3:521
0,4,4:524
0,4,5:573
0,4,6:525
0,4,7:538
0,5,0:546
0,5,1:534
0,5,2:555
0,5,3:509
0,5,4:528
0,5,5:503
0,5,6:495
0,5,7:544
0,6,0:514
0,6,1:494
0,6,2:534
0,6,3:500
0,6,4:511
0,6,5:530
0,6,6:537
0,6,7:523
0,7,0:509
0,7,1:494
0,7,2:488
0,7,3:531
0,7,4:513
0,7,5:534
0,7,6:518
0,7,7:538
1,0,0:519
1,0,1:532
1,0,2:511
1,0,3:508
1,0,4:553
1,0,5:517
1,0,6:532
1,0,7:503
1,1,0:463
1,1,1:524
1,1,2:493
1,1,3:501
1,1,4:504
1,1,5:512
1,1,6:484
1,1,7:513
1,2,0:503
1,2,1:445
1,2,2:521
1,2,3:505
1,2,4:529
1,2,5:521
1,2,6:526
1,2,7:517
1,3,0:504
1,3,1:518
1,3,2:498
1,3,3:520
1,3,4:568
1,3,5:470
1,3,6:525
1,3,7:521
1,4,0:477
1,4,1:526
1,4,2:509
1,4,3:511
1,4,4:524
1,4,5:503
1,4,6:469
1,4,7:522
1,5,0:483
1,5,1:531
1,5,2:495
1,5,3:564
1,5,4:527
1,5,5:525
1,5,6:494
1,5,7:507
1,6,0:536
1,6,1:542
1,6,2:500
1,6,3:504
1,6,4:538
1,6,5:523
1,6,6:495
1,6,7:509
1,7,0:507
1,7,1:492
1,7,2:516
1,7,3:496
1,7,4:506
1,7,5:503
1,7,6:465
1,7,7:509
2,0,0:518
2,0,1:548
2,0,2:515
2,0,3:541
2,0,4:527
2,0,5:517
2,0,6:518
2,0,7:528
2,1,0:533
2,1,1:519
2,1,2:508
2,1,3:506
2,1,4:489
2,1,5:508
2,1,6:509
2,1,7:499
2,2,0:468
2,2,1:517
2,2,2:532
2,2,3:497
2,2,4:527
2,2,5:483
2,2,6:508
2,2,7:517
2,3,0:533
2,3,1:512
2,3,2:561
2,3,3:485
2,3,4:544
2,3,5:497
2,3,6:527
2,3,7:485
2,4,0:527
2,4,1:532
2,4,2:507
2,4,3:491
2,4,4:513
2,4,5:470
2,4,6:500
2,4,7:506
2,5,0:517
2,5,1:522
2,5,2:505
2,5,3:478
2,5,4:510
2,5,5:512
2,5,6:536
2,5,7:514
2,6,0:477
2,6,1:497
2,6,2:485
2,6,3:506
2,6,4:517
2,6,5:533
2,6,6:529
2,6,7:557
2,7,0:508
2,7,1:546
2,7,2:513
2,7,3:504
2,7,4:496
2,7,5:526
2,7,6:501
2,7,7:535
3,0,0:530
3,0,1:488
3,0,2:488
3,0,3:474
3,0,4:535
3,0,5:486
3,0,6:539
3,0,7:505
3,1,0:524
3,1,1:502
3,1,2:500
3,1,3:535
3,1,4:527
3,1,5:514
3,1,6:503
3,1,7:563
3,2,0:488
3,2,1:491
3,2,2:529
3,2,3:536
3,2,4:472
3,2,5:551
3,2,6:495
3,2,7:487
3,3,0:518
3,3,1:527
3,3,2:520
3,3,3:497
3,3,4:526
3,3,5:517
3,3,6:522
3,3,7:507
3,4,0:533
3,4,1:483
3,4,2:504
3,4,3:482
3,4,4:538
3,4,5:473
3,4,6:527
3,4,7:470
3,5,0:534
3,5,1:482
3,5,2:522
3,5,3:500
3,5,4:495
3,5,5:512
3,5,6:526
3,5,7:541
3,6,0:501
3,6,1:496
3,6,2:510
3,6,3:517
3,6,4:481
3,6,5:478
3,6,6:514
3,6,7:479
3,7,0:523
3,7,1:516
3,7,2:507
3,7,3:520
3,7,4:512
3,7,5:555
3,7,6:529
3,7,7:526
4,0,0:490
4,0,1:471
4,0,2:507
4,0,3:513
4,0,4:522
4,0,5:516
4,0,6:495
4,0,7:527
4,1,0:564
4,1,1:510
4,1,2:529
4,1,3:477
4,1,4:533
4,1,5:507
4,1,6:504
4,1,7:538
4,2,0:509
4,2,1:506
4,2,2:492
4,2,3:503
4,2,4:531
4,2,5:497
4,2,6:492
4,2,7:507
4,3,0:511
4,3,1:492
4,3,2:503
4,3,3:534
4,3,4:485
4,3,5:531
4,3,6:492
4,3,7:538
4,4,0:512
4,4,1:526
4,4,2:504
4,4,3:491
4,4,4:501
4,4,5:478
4,4,6:507
4,4,7:506
4,5,0:506
4,5,1:547
4,5,2:516
4,5,3:504
4,5,4:527
4,5,5:510
4,5,6:519
4,5,7:514
4,6,0:570
4,6,1:500
4,6,2:488
4,6,3:516
4,6,4:520
4,6,5:498
4,6,6:509
4,6,7:505
4,7,0:482
4,7,1:519
4,7,2:532
4,7,3:548
4,7,4:477
4,7,5:522
4,7,6:518
4,7,7:506
5,0,0:539
5,0,1:496
5,0,2:516
5,0,3:517
5,0,4:481
5,0,5:509
5,0,6:522
5,0,7:516
5,1,0:486
5,1,1:508
5,1,2:535
5,1,3:542
5,1,4:531
5,1,5:480
5,1,6:551
5,1,7:523
5,2,0:520
5,2,1:514
5,2,2:518
5,2,3:485
5,2,4:517
5,2,5:532
5,2,6:468
5,2,7:534
5,3,0:505
