Loading configuration file "../inputs/tiny.inp" ...
Initializing simulation state ...
# x y z u v w
3.11255 2.44915 2.05482 -0.0120948 -0.0493178 -0.00870052
3.4815 1.93501 2.40595 0.137337 0.0114717 0.051267
3.11735 2.09122 2.36345 -0.0139423 0.0341561 0.0154407
3.22558 2.2643 2.3324 -0.0335572 -0.0438402 -0.00831504
3.11405 2.12061 2.26341 -0.012675 0.0280069 -0.0453292
3.01023 1.99285 2.43019 0.0265914 0.0269489 0.0719565
3.22748 1.94633 2.38223 -0.0333597 0.0145584 0.0310182
3.04011 2.3986 2.06887 0.0168656 -0.0731036 -0.0143175
3.43394 2.39183 2.20567 0.0951227 -0.0746293 -0.0543066
3.34538 2.36103 2.3409 0.0212289 -0.0768584 -0.00213619
3.34441 2.21658 2.29401 0.0205011 -0.0163117 -0.032147
3.19288 2.09796 2.33012 -0.033565 0.0331169 -0.00992479
2.99739 2.31873 2.01565 0.0299185 -0.0685757 0.00501781
2.96122 2.45847 2.35001 0.0358712 -0.0424875 0.00478407
3.49942 1.98363 2.2837 0.18814 0.0246807 -0.0372164
3.49534 1.96957 2.33282 0.1607 0.0209774 -0.00801673
3.3604 2.0295 2.08376 0.0329816 0.0339062 -0.0204382
3.10923 2.13767 1.91358 -0.0107933 0.0225666 0.0148713
2.89554 2.18424 1.92721 0.0313866 0.0017206 0.0162657
3.00484 2.47763 2.18558 0.0280584 -0.0258943 -0.0527395
3.21685 1.9047 2.28437 -0.0341806 0.00413012 -0.0369023
3.09053 2.02005 2.38874 -0.00322935 0.032496 0.0365343
3.31022 2.11171 2.41635 -0.00298033 0.0303097 0.0601744
3.10186 1.90675 2.15943 -0.0078508 0.00456052 -0.0476271
3.46165 2.49775 2.45453 0.118513 -0.00341956 0.092444
2.88976 2.25416 2.32557 0.0297287 -0.0381793 -0.0130661
3.00192 2.41683 2.06659 0.0288099 -0.0670659 -0.0133925
3.47658 2.07929 2.41866 0.132149 0.0354587 0.0621469
3.28403 1.98272 2.19342 -0.0170597 0.0244494 -0.0536141
3.18565 2.26458 2.2536 -0.0327482 -0.0439953 -0.0483327
3.45292 1.90778 2.13244 0.111089 0.00477922 -0.0394441
3.48792 2.37908 2.37319 0.145484 -0.0764729 0.0234427
2.91797 2.33 2.08751 0.0354244 -0.0719223 -0.0219844
3.37233 2.20519 2.44389 0.0427275 -0.00976007 0.0835002
3.30125 1.97694 2.40864 -0.00822405 0.0229485 0.0535683
3.26565 2.13041 2.15245 -0.0245573 0.0250432 -0.0457557
3.06257 2.14333 1.92887 0.00822856 0.0204761 0.0163723
3.37268 2.09662 2.42916 0.0430157 0.0333399 0.0710834
3.46801 2.27608 2.24146 0.124096 -0.0501212 -0.0512075
3.42702 2.06626 2.22175 0.0892646 0.0361063 -0.0538884
3.28954 2.10288 2.41995 -0.0144193 0.0322176 0.0632465
2.97264 2.11443 2.00561 0.0345751 0.0296455 0.00785489
3.13988 2.49238 2.07294 -0.0219421 -0.0102266 -0.0159816
3.21058 2.31246 2.42872 -0.0343426 -0.066398 0.0707046
3.14133 2.32798 2.11885 -0.0224082 -0.0713785 -0.0345129
3.1791 2.17316 2.43632 -0.031774 0.00736172 0.0771347
2.92104 2.48602 2.4772 0.0357519 -0.0173823 0.11277
2.90286 2.26258 2.16147 0.0330599 -0.0428984 -0.0481354
2.94531 2.28909 1.89579 0.0367177 -0.056567 0.0114509
3.39763 2.04674 2.04576 0.0641275 0.0356359 -0.00522644
3.24182 2.2476 2.11712 -0.031136 -0.0344274 -0.0338576
2.98446 2.34295 1.94362 0.0326567 -0.0747885 0.0167405
3.15197 2.04685 2.45928 -0.0256204 0.0356433 0.0964783
3.44114 2.00484 2.49081 0.101189 0.0296342 0.130169
3.03586 2.25981 2.11181 0.0183925 -0.0413608 -0.0318055
3.2484 2.04616 2.04963 -0.0296784 0.0355967 -0.00669232
2.97115 2.06396 2.37088 0.0347759 0.0361387 0.0215305
3.41373 1.88045 1.98891 0.0779327 0.00032645 0.0117866
3.39289 1.97404 2.48923 0.0600724 0.02218 0.127494
3.00615 2.13307 2.37079 0.02771 0.0241633 0.0214506
3.12648 2.42816 2.18913 -0.017336 -0.0618758 -0.0531752
2.89711 2.17209 2.47876 0.03178 0.00788864 0.114377
3.36744 1.97199 2.4778 0.0386984 0.021632 0.113377
2.95604 2.05848 2.38739 0.0362709 0.0361196 0.0353873
3.21399 2.03568 1.88874 -0.0342837 0.0346583 0.00939854
3.07813 2.3741 2.01322 0.001883 -0.0768348 0.00573498
3.07812 2.34176 2.22054 0.00188861 -0.0745721 -0.0539743
2.89787 2.03448 2.44098 0.0319637 0.0345228 0.0810504
3.1576 2.21022 1.93318 -0.0271553 -0.012632 0.0165859
2.92043 2.24296 1.97059 0.0356904 -0.0317417 0.01485
3.14246 1.91335 2.20577 -0.0227679 0.00602116 -0.0543088
3.21747 1.89438 2.3931 -0.0341516 0.00218673 0.0402536
3.21372 2.23998 1.92705 -0.0342908 -0.0300069 0.016255
2.95277 2.2911 2.24148 0.0364622 -0.057503 -0.0512038
3.07126 2.42281 2.15762 0.00470545 -0.0644634 -0.0471582
3.12243 2.28056 1.99685 -0.0158514 -0.0524087 0.0100459
3.44523 2.38189 2.48445 0.104621 -0.0761805 0.12082
3.01368 2.48249 2.38551 0.0256003 -0.0210695 0.0337896
3.00228 1.90383 2.05776 0.0287208 0.0039515 -0.0098586
3.16578 1.93908 2.19181 -0.0291546 0.0125716 -0.0534609
2.90129 1.99384 2.09503 0.0327338 0.0271828 -0.0250743
3.17937 2.31506 2.05717 -0.0318192 -0.0673251 -0.00962315
3.12906 1.92946 2.45667 -0.0182598 0.0100018 0.0942589
3.23787 1.8998 2.29984 -0.0318768 0.00316034 -0.0290152
3.21865 2.27885 2.16847 -0.0340899 -0.0515404 -0.0497502
2.91563 2.42904 2.21388 0.0351419 -0.0614258 -0.0542865
2.93271 2.09085 2.25798 0.0365672 0.0342078 -0.0470659
3.04246 2.37482 2.21901 0.016002 -0.0767949 -0.0540698
2.88644 2.10874 2.23656 0.0285917 0.0309932 -0.0521025
3.03334 1.94437 2.36059 0.0192776 0.0140188 0.0131342
3.44726 2.4746 1.90276 0.10633 -0.0287706 0.0130404
2.9946 2.44636 2.42954 0.0305642 -0.0512092 0.0714051
3.04273 2.13588 2.42758 0.0159034 0.0231987 0.0697434
3.42794 2.30312 2.00155 0.0900488 -0.0627716 0.00890515
3.2994 2.22869 2.36684 -0.00925823 -0.0233911 0.0182035
3.18289 2.37964 1.88736 -0.0323651 -0.0764198 0.00892375
3.10624 2.15206 2.13964 -0.00960777 0.0169874 -0.0418624
2.8996 2.2892 2.07356 0.0323638 -0.0566175 -0.0162348
3.016 2.24269 2.33892 0.0249153 -0.0315806 -0.0035949
3.12782 2.04943 2.4045 -0.0178175 0.0357985 0.0500227
3.09417 2.44952 2.23243 -0.00472147 -0.0490554 -0.0527373
3.49378 2.16635 2.09154 0.156367 0.0106375 -0.0236443
2.98276 2.25727 2.3377 0.0329676 -0.0399352 -0.00449444
3.3094 2.49156 2.20197 -0.00347794 -0.0111841 -0.0541869
