Loading configuration file "../inputs/tiny.inp" ...
Initializing simulation state ...
# x y z u v w
3.09595 2.22469 1.8871 -0.00545047 -0.0210469 0.0088321
3.16613 2.11228 2.43382 -0.0292346 0.0301736 0.0750266
2.89795 2.39034 2.12757 0.0319839 -0.0749139 -0.0377288
2.97703 2.47286 2.41161 0.0339304 -0.0303723 0.0561208
3.25982 2.44259 2.30404 -0.0264995 -0.053657 -0.026641
2.95059 2.04183 2.29428 0.036563 0.0352616 -0.0320048
3.21751 2.437 2.48092 -0.0341498 -0.0570568 0.116689
2.95899 1.98933 2.01928 0.0360575 0.0261021 0.00391279
3.21208 2.23807 2.16043 -0.0343252 -0.0288905 -0.0478789
2.96295 1.91582 2.34225 0.0357106 0.00659849 -0.00112838
2.96921 1.97367 2.43745 0.0350236 0.022083 0.0780801
3.3434 2.08297 2.16314 0.0197377 0.0351299 -0.0485393
2.88138 2.24328 2.1417 0.026432 -0.0319244 -0.042527
3.16223 1.95732 1.99855 -0.0283218 0.0176105 0.00964262
2.93923 2.42342 1.95726 0.0367376 -0.0641834 0.0161875
3.13269 2.10913 2.32413 -0.019531 0.0309058 -0.0140406
3.01476 2.11688 2.46232 0.0252825 0.0290194 0.0990883
3.17841 2.13865 2.35477 -0.0316595 0.0222143 0.00849703
2.9293 2.17605 2.43076 0.0363973 0.00592714 0.0724405
3.32724 2.38933 2.3172 0.00807467 -0.0750955 -0.0186133
3.11278 2.11182 2.0521 -0.0121828 0.0302838 -0.00764328
2.8994 2.22135 2.29498 0.0323196 -0.0190893 -0.0316385
3.16911 1.9855 2.09328 -0.0298861 0.0251536 -0.024357
3.02168 2.35244 1.94442 0.023161 -0.0761686 0.0167313
3.31791 2.05089 2.4681 0.00184484 0.0358744 0.104174
3.08709 1.99688 2.06932 -0.00181033 0.0278886 -0.0145046
3.10536 2.19224 2.11652 -0.00925684 -0.00255005 -0.0336274
3.26317 1.90206 2.33057 -0.0254084 0.00359692 -0.00960553
3.0795 2.01289 2.15526 0.00132038 0.0312324 -0.0465317
3.17275 1.89686 1.89127 -0.030628 0.00261698 0.0101978
3.26188 2.0187 2.37398 -0.0258371 0.0322707 0.0240952
3.29867 2.36145 2.05125 -0.00965491 -0.0768781 -0.00731456
3.05365 2.39241 1.99141 0.0117549 -0.0745139 0.0112648
3.33731 2.00929 2.23058 0.0152267 0.03054 -0.0529878
3.47477 2.18281 2.075 0.130368 0.0024699 -0.0168264
3.21845 1.99407 2.39862 -0.0341009 0.027236 0.0449765
3.39026 1.94077 2.46574 0.0578291 0.0130318 0.102075
3.45172 1.93029 2.0182 0.110075 0.0102196 0.00424586
2.93239 2.24133 2.01273 0.0365536 -0.030793 0.00587756
3.11669 2.43382 1.89016 -0.0136931 -0.0588645 0.00985582
3.26971 2.28339 2.07437 -0.0230814 -0.0538142 -0.0165669
3.33823 2.23797 2.37758 0.0158932 -0.0288326 0.0271049
2.88343 2.35846 2.16971 0.0273877 -0.0767095 -0.0500128
3.22994 2.28402 2.13158 -0.0330692 -0.0541268 -0.0391456
3.24356 2.15909 1.9587 -0.0307764 0.0139602 0.0160803
3.28195 2.47433 2.18238 -0.0180141 -0.029018 -0.0522894
2.94476 2.22807 2.30157 0.0367267 -0.0230257 -0.0280444
3.40256 2.08331 2.3745 0.0683566 0.0350961 0.0245354
3.19188 2.17765 2.22904 -0.0334679 0.0051206 -0.0531797
2.89626 2.04782 2.12188 0.0315706 0.0357046 -0.0356487
3.16344 2.02077 2.30876 -0.0286108 0.0326146 -0.0238627
3.29263 2.41704 2.26831 -0.0128612 -0.0669792 -0.0436011
3.37879 2.09097 2.15481 0.0481187 0.0341904 -0.0464109
2.94415 2.38411 2.17109 0.0367347 -0.0759042 -0.0502985
3.15767 2.2923 2.22229 -0.0271727 -0.0580583 -0.0538469
3.28093 2.05369 2.49028 -0.0184705 0.0359938 0.129237
3.11133 2.05464 1.92382 -0.0116166 0.0360266 0.0160069
3.22257 2.05249 1.91404 -0.0338248 0.0359465 0.0149333
2.89747 2.32828 2.11724 0.0318689 -0.0714603 -0.0339017
2.95039 2.46402 2.00214 0.0365711 -0.03805 0.00875638
2.99992 2.29361 2.12122 0.0293105 -0.058654 -0.0354044
3.37789 2.38123 2.01634 0.0473632 -0.0762545 0.00481096
3.13793 2.35156 2.27368 -0.021301 -0.0760682 -0.0415374
3.11523 2.43482 1.88424 -0.0131321 -0.0583057 0.00773184
3.1094 2.21441 2.25048 -0.0108603 -0.0150491 -0.0491609
3.43332 2.12477 2.12377 0.0946042 0.026805 -0.0363474
3.14023 2.1595 2.23751 -0.0220531 0.013779 -0.0519401
2.87918 2.38832 2.0436 0.0252085 -0.0752704 -0.00442037
3.44233 1.87696 2.18819 0.102188 7.03582e-05 -0.0530669
2.89185 2.34314 2.42162 0.0303716 -0.0748224 0.0646766
3.30477 2.21537 2.45943 -0.00621865 -0.015607 0.096605
3.09519 2.15743 2.4845 -0.00514296 0.014692 0.120885
3.03201 2.27108 2.17549 0.0197376 -0.0475011 -0.0511465
3.35396 2.42587 2.19491 0.0278631 -0.0630149 -0.053743
3.1791 2.43261 2.04837 -0.0317749 -0.0595332 -0.00621162
3.40849 2.03418 1.98089 0.0734421 0.0344889 0.0132963
3.02205 1.99603 2.42329 0.0230442 0.027694 0.0660968
3.16473 2.40657 2.37592 -0.0289133 -0.0708127 0.0257194
2.94837 2.43299 2.09386 0.0366435 -0.0593272 -0.0245953
2.9644 2.43974 1.91394 0.0355666 -0.0554207 0.0149199
3.12285 2.14188 2.18027 -0.0160085 0.0210229 -0.0519648
3.08049 2.23853 2.41137 0.0009126 -0.0291584 0.0559086
3.17894 2.33934 2.23672 -0.0317489 -0.0741008 -0.0520745
2.98489 2.45367 2.49021 0.0325763 -0.0461002 0.12911
3.29523 2.38787 2.45968 -0.0115064 -0.0753443 0.0968196
3.33298 2.09032 2.24385 0.0120992 0.0342795 -0.0507155
3.25169 1.92 2.38272 -0.028848 0.00760513 0.0314353
3.12935 2.0723 2.4655 -0.0183619 0.0359051 0.101861
2.98672 2.43103 2.44575 0.0322236 -0.0603867 0.0850552
3.32103 2.38347 2.47167 0.00388878 -0.0759881 0.107432
3.05409 1.91709 2.36211 0.0115821 0.00689996 0.0143608
3.184 2.00066 1.9525 -0.0325235 0.0287363 0.0164759
3.3218 2.43855 1.99956 0.00439574 -0.0561374 0.00939786
2.93946 2.36799 2.11775 0.03674 -0.0770105 -0.0340944
3.01395 2.4404 2.21261 0.0255209 -0.0550216 -0.0543159
3.26338 2.32671 2.46484 -0.0253401 -0.0710223 0.101287
3.27146 2.42732 1.88276 -0.0224126 -0.0622961 0.0070909
2.99835 2.11948 2.48825 0.0296915 0.0283213 0.125974
3.05557 2.40842 2.29125 0.011006 -0.0702038 -0.0335625
3.21975 2.46064 2.42615 -0.0340255 -0.0407905 0.0685253
2.90693 2.43475 2.13209 0.0338284 -0.0583467 -0.0393229
3.48495 2.34843 2.11997 0.141447 -0.0756628 -0.0349355
2.93012 2.12198 1.95921 0.0364436 0.0276205 0.0160407
3.19082 2.26802 2.08439 -0.0333599 -0.0458647 -0.0206981
2.87586 2.16102 2.22389 0.0223621 0.013094 -0.0537142
3.04688 2.46043 2.32855 0.0143524 -0.0409564 -0.0110153
3.16754 1.93901 2.16017 -0.0295477 0.0125503 -0.0478136
2.87962 1.9349 2.1428 0.0254779 0.0114425 -0.0428746
2.98196 1.88207 1.93695 0.0331096 0.000482118 0.0167007
3.19285 1.87845 2.03061 -0.0335621 0.000163992 0.000220015
2.94497 2.04924 1.93166 0.0367234 0.035788 0.016521
3.12383 2.46711 2.30288 -0.0163689 -0.0354547 -0.0273042
3.34454 1.89241 2.41729 0.0205939 0.00186311 0.0609744
3.27853 2.08942 2.03188 -0.0195187 0.0343974 -0.000217011
3.17483 2.25154 2.21952 -0.0310244 -0.0366884 -0.0540394
3.20998 2.46668 2.2166 -0.0343457 -0.0358208 -0.0541915
3.39573 1.97011 2.32853 0.0625078 0.0211247 -0.0110295
3.42996 2.23521 1.98261 0.0917593 -0.0272137 0.0129936
3.13091 2.32116 2.37912 -0.018911 -0.0693603 0.0283968
3.44727 2.00978 2.24025 0.106333 0.0306369 -0.0514416
3.3836 1.91622 2.19886 0.052176 0.00669273 -0.0540262
2.94447 1.98235 2.48486 0.0367307 0.0243549 0.121328
3.213 2.00873 2.01634 -0.0343078 0.0304287 0.00481164
3.02812 1.96805 2.1662 0.0210608 0.0205648 -0.0492496
3.21914 2.09622 2.1247 -0.034062 0.0334065 -0.0366886
3.0775 2.31843 2.32886 0.0021448 -0.068475 -0.0107981
3.25 2.18391 2.11897 -0.0292838 0.00189489 -0.0345581
3.32317 2.42639 1.96424 0.00531174 -0.0627574 0.0155831
3.16336 1.9067 2.30559 -0.0285918 0.00455017 -0.0257415
3.39801 2.48045 2.09336 0.0644568 -0.0231284 -0.024393
2.88356 2.04692 1.89784 0.0274466 0.0356476 0.0119576
3.05978 2.00113 2.21175 0.00934182 0.0288397 -0.0543301
3.07704 2.22173 2.41677 0.00233221 -0.0193103 0.0605309
3.23204 2.35731 2.23935 -0.032792 -0.0766269 -0.0516103
3.10212 2.00151 2.22247 -0.00795603 0.0289218 -0.0538332
2.97339 2.40997 1.88862 0.0344714 -0.0696682 0.00935845
2.90137 2.2018 2.26811 0.0327512 -0.00784066 -0.0436755
2.97365 2.0255 2.13709 0.034434 0.0333464 -0.0410224
3.43475 2.33816 2.01993 0.0958101 -0.0738562 0.00371212
3.12344 2.21635 1.91402 -0.0162241 -0.0161793 0.0149311
3.35296 2.37507 2.18271 0.0270803 -0.0767795 -0.0523388
3.46029 1.98479 2.18004 0.117346 0.024975 -0.0519274
3.03569 2.31461 2.49917 0.0184518 -0.067169 0.163835
3.0009 2.20338 2.45884 0.0290676 -0.00873341 0.0961034
2.8766 2.20625 2.03929 0.023221 -0.0103591 -0.00283891
3.49541 2.33876 1.87704 0.16093 -0.0739826 0.00363387
2.9979 2.37752 2.04763 0.0297985 -0.0766076 -0.00593213
2.88426 2.00454 2.31753 0.0277417 0.0295709 -0.0183994
2.90896 2.44483 2.128 0.0341741 -0.0522118 -0.0378829
3.1192 1.95859 2.44683 -0.0146432 0.0179615 0.085967
3.24211 1.99602 1.89944 -0.0310771 0.0276915 0.0123291
3.3585 2.2591 2.12511 0.031461 -0.0409634 -0.0368383
3.49074 2.33785 2.45728 0.150041 -0.0737924 0.0947716
3.00392 2.28656 2.48126 0.0282997 -0.0553572 0.117066
3.08708 2.25461 2.06725 -0.00180719 -0.0384333 -0.0136615
3.00463 1.94623 1.95032 0.0281123 0.0145308 0.0165739
3.22586 1.89395 2.24726 -0.0335297 0.00211453 -0.0499506
2.98207 2.23412 2.12567 0.03309 -0.0265781 -0.0370419
3.00156 2.37755 2.20314 0.0289015 -0.0766053 -0.0542332
2.92887 2.20541 2.47391 0.0363721 -0.00988546 0.109541
2.98909 2.1406 1.97571 0.0317506 0.0215022 0.0141327
2.96244 2.23817 2.26134 0.0357593 -0.0289447 -0.0460136
3.12125 2.12751 2.00554 -0.0154121 0.0259674 0.00787398
3.41839 1.95593 2.30157 0.0819199 0.0172239 -0.0280446
3.38994 2.48385 2.36535 0.0575628 -0.0196675 0.016991
3.40005 2.03751 2.01566 0.066202 0.0348531 0.00501608
3.24108 2.41561 2.0658 -0.0312815 -0.0675575 -0.0130719
3.36708 2.38709 2.16491 0.0383978 -0.0754704 -0.0489551
3.39121 2.42275 1.92889 0.0586436 -0.0644895 0.0163735
3.05512 1.9552 2.41361 0.0111822 0.0170195 0.0578326
3.48282 2.37348 2.29742 0.138847 -0.0768658 -0.0303372
3.41164 2.44922 1.97676 0.0761464 -0.0492653 0.0139725
2.91981 2.39323 1.92015 0.0356264 -0.074344 0.0156616
3.44093 2.46313 1.90164 0.101012 -0.0387857 0.0128094
3.38085 2.45822 1.9177 0.0498569 -0.0426846 0.015393
3.28883 2.26833 1.97567 -0.0147691 -0.0460309 0.0141383
3.04479 1.99091 2.01353 0.0151393 0.0264853 0.00564516
2.95013 2.09536 2.01557 0.0365817 0.0335437 0.00504383
3.13084 1.91571 1.91693 -0.0188854 0.00657197 0.0153025
3.12785 2.13132 2.09284 -0.0178274 0.0247472 -0.0241782
3.24026 1.95398 2.25764 -0.0314408 0.0166804 -0.0471704
3.20554 2.34324 2.20732 -0.0343038 -0.07484 -0.0543344
3.49464 2.0685 2.07289 0.158635 0.0360515 -0.01596
3.16387 2.04541 2.18107 -0.0287119 0.0355443 -0.05209
3.38041 2.26187 2.49837 0.0494827 -0.0425016 0.155208
3.0088 2.31904 1.91073 0.0269904 -0.0686772 0.0144548
3.10437 1.89161 1.97405 -0.00886064 0.00173658 0.0143767
2.99519 2.37871 1.99788 0.0304293 -0.0765066 0.00980282
3.12255 1.93668 1.9323 -0.0158968 0.0119215 0.0165496
3.09481 2.41671 2.16006 -0.00498625 -0.0671127 -0.0477855
3.1069 2.09587 2.33577 -0.00987011 0.0334622 -0.00589754
3.3402 2.44455 2.15215 0.0173467 -0.0523969 -0.0456709
2.92018 2.00791 2.34788 0.0356647 0.0302641 0.00314253
3.17212 2.30154 2.42147 -0.0305046 -0.0621145 0.0645478
2.88512 2.05981 2.25519 0.0280874 0.0361366 -0.0478892
2.9455 1.95825 2.1613 0.0367144 0.0178665 -0.0480943
3.00267 2.3489 1.92715 0.0286195 -0.0757287 0.0162614
3.10063 1.93591 2.27842 -0.00735407 0.0117143 -0.0395677
3.21261 2.18947 2.10438 -0.0343159 -0.00105205 -0.0288669
3.01731 2.41713 2.16798 0.0245195 -0.0669428 -0.0496437
2.90908 2.44346 2.16815 0.0341932 -0.0530984 -0.0496796
3.39491 2.29369 2.33916 0.0618046 -0.0586913 -0.00342283
3.15912 2.15073 2.37929 -0.0275463 0.0175383 0.028537
3.37319 2.45709 2.4529 0.0434412 -0.0435499 0.0910698
3.04471 2.10999 2.13444 0.0151674 0.0307097 -0.0401304
3.08541 2.27175 1.96114 -0.00111827 -0.0478558 0.0158783
3.31777 2.20839 1.87697 0.00175496 -0.0115842 0.00357066
3.36268 1.95624 2.21774 0.0348175 0.0173098 -0.0541385
3.30416 2.3109 2.18222 -0.00656954 -0.0658239 -0.0522659
3.45926 2.26031 2.34154 0.116464 -0.0416375 -0.00165773
3.12491 2.14657 2.2979 -0.0167648 0.0192161 -0.0300784
3.35849 2.24011 2.19544 0.0314503 -0.0300781 -0.0537865
3.4886 2.04977 2.40141 0.146504 0.0358167 0.0473739
3.39195 1.97919 2.04093 0.0592765 0.0235401 -0.00343628
3.32544 2.49787 2.14865 0.00684387 -0.00324886 -0.0446605
3.45819 2.31549 2.24071 0.115548 -0.0674756 -0.0513542
2.87764 1.95431 2.31097 0.0241413 0.0167743 -0.0225211
3.18477 1.89294 2.46012 -0.0326308 0.0019489 0.0971999
2.89512 2.27134 2.21931 0.0312761 -0.0476391 -0.0540518
3.26535 1.99811 2.05033 -0.0246626 0.0281681 -0.00696322
3.33856 2.05333 2.1289 0.0161374 0.0359804 -0.0382041
3.48827 1.98413 2.06916 0.146011 0.0248076 -0.014438
3.33588 2.32077 2.31801 0.0141865 -0.0692367 -0.0180893
2.96655 2.42997 2.01081 0.0353362 -0.0609444 0.00642815
3.42029 2.48687 1.88089 0.0835428 -0.0164607 0.0061828
2.91464 2.44967 2.34455 0.0350145 -0.0489548 0.000601348
3.371 2.23942 2.07719 0.0416238 -0.0296762 -0.0177287
3.48302 2.26872 2.15718 0.139087 -0.0462419 -0.0470441
3.35556 1.94062 2.31088 0.0291206 0.0129885 -0.022577
3.15116 1.92555 1.9228 -0.0253912 0.00899274 0.0159173
3.11809 2.13954 1.99581 -0.0142233 0.0218923 0.0102875
3.2351 2.23918 2.47479 -0.0323395 -0.0295374 0.110385
3.40174 2.1183 1.87702 0.0676577 0.0286412 0.00362073
2.91446 2.42045 2.41774 0.0349904 -0.0655285 0.0613626
3.33309 1.94067 2.0137 0.0121801 0.0130045 0.00559502
3.10528 2.21422 2.39725 -0.00922598 -0.0149384 0.0438061
3.0552 2.19273 1.95751 0.0111498 -0.00281604 0.0161697
3.18162 1.98501 2.09406 -0.0321744 0.02503 -0.0246776
3.27794 2.24799 2.0448 -0.0197727 -0.0346504 -0.00486609
3.0663 2.14335 2.47062 0.00672567 0.0204668 0.106457
3.33824 2.30529 2.00201 0.0159037 -0.0636545 0.00878763
3.29367 2.1108 2.08033 -0.012323 0.0305245 -0.0190228
3.17492 2.28941 2.03994 -0.0310414 -0.0567147 -0.00307208
3.25346 2.3426 1.90501 -0.0283725 -0.0747255 0.0134791
3.29174 2.02391 2.4603 -0.0133152 0.033109 0.0973535
3.41836 2.34969 2.00076 0.0818937 -0.0758349 0.00910278
3.25664 1.90472 2.12948 -0.027469 0.0041348 -0.0384095
3.31831 2.04314 2.3829 0.00210449 0.0353709 0.031582
3.38204 2.42884 2.34164 0.050861 -0.0615308 -0.00157939
3.19678 2.40582 2.49638 -0.0338876 -0.0710508 0.144334
3.04802 2.46981 2.07133 0.0139208 -0.0331085 -0.0153246
3.22112 2.04246 2.01632 -0.0339339 0.0353149 0.00481769
3.30774 2.31407 2.02338 -0.00447437 -0.0669775 0.00261702
3.05305 2.34359 2.4737 0.0119868 -0.0749022 0.109334
3.12431 1.92256 1.88039 -0.0165453 0.00823709 0.00591173
3.47777 1.97573 2.23552 0.133351 0.0226295 -0.0522719
3.10338 2.30299 2.21031 -0.00846403 -0.0627201 -0.0543443
3.46264 2.07326 2.00873 0.119366 0.0358574 0.00701006
3.00857 2.01378 2.25055 0.0270529 0.0313989 -0.0491426
3.12805 2.04445 2.15969 -0.0179009 0.0354738 -0.0476916
3.26118 2.01585 2.07649 -0.0260646 0.0317742 -0.0174387
3.22737 1.92505 2.24914 -0.0333711 0.00886584 -0.0494974
3.13583 1.8917 2.21946 -0.0206025 0.00174956 -0.0540428
2.97859 2.30177 2.35561 0.0336811 -0.0622114 0.00916145
2.93366 2.06296 2.29446 0.0366043 0.0361453 -0.0319086
3.33955 2.24467 1.97924 0.0168649 -0.0327339 0.0135754
3.18006 2.2299 1.94722 -0.0319301 -0.0241001 0.0166764
2.91987 2.39889 2.47394 0.0356332 -0.0730289 0.109565
2.95257 2.04551 1.99695 0.0364723 0.0355514 0.0100218
3.40449 2.30671 2.15723 0.0700154 -0.0642164 -0.0470566
3.16297 1.9841 2.0342 -0.0284996 0.0248008 -0.00102162
3.02778 2.49825 2.1771 0.0211741 -0.00272082 -0.0514342
2.92388 2.44561 2.47096 0.0360116 -0.0517061 0.10677
2.89703 2.04161 2.27691 0.0317603 0.0352425 -0.0402118
3.23542 2.40917 1.94519 -0.0322875 -0.0699463 0.0167199
3.36228 2.33207 2.20929 0.0344993 -0.0724544 -0.0543468
3.28312 2.01361 2.18452 -0.0174829 0.0313675 -0.0525964
3.28786 2.27585 2.47404 -0.0152436 -0.0500032 0.109661
3.42852 2.22022 2.02686 0.0905414 -0.0184281 0.00148104
3.35194 2.47178 2.11333 0.0262825 -0.0313528 -0.0323974
2.89873 2.1756 2.14945 0.0321652 0.00615044 -0.0448942
3.11025 2.12145 2.07728 -0.0111958 0.027771 -0.0177665
2.92528 2.01906 2.21919 0.0361253 0.0323314 -0.0540594
3.38822 2.23111 2.10126 0.0560922 -0.0248085 -0.0276093
3.41085 2.45329 1.91101 0.0754696 -0.0463827 0.0144976
2.8751 2.36639 2.33137 0.0208083 -0.0770084 -0.00904359
3.45898 2.37294 1.90464 0.116223 -0.0768905 0.0134098
3.12426 2.20977 2.32351 -0.0165285 -0.0123763 -0.0144602
2.94892 2.03258 2.38133 0.0366256 0.0342993 0.0302583
3.31802 2.42042 1.89455 0.00191675 -0.065539 0.0111272
2.94744 1.97375 2.32741 0.0366705 0.0221031 -0.0118049
3.07305 2.11711 2.11029 0.0039714 0.0289567 -0.0312114
3.16298 2.15648 2.25179 -0.0285005 0.0151063 -0.0488215
3.40058 1.91723 2.06239 0.066655 0.00693253 -0.0116995
3.23231 2.29146 2.19779 -0.0327543 -0.0576704 -0.0539577
3.43368 1.97772 2.12136 0.0949078 0.0231546 -0.0354563
3.22569 2.38314 2.18446 -0.0335468 -0.0760299 -0.0525874
3.26447 2.15271 2.39553 -0.0249667 0.0167143 0.0423326
3.08774 2.39985 2.38541 -0.00208071 -0.07278 0.0337117
2.94127 2.05313 2.37195 0.03675 0.0359726 0.0224125
2.98751 2.11127 2.03389 0.0320693 0.0304126 -0.00091531
3.36925 2.16219 2.10259 0.0401802 0.0125669 -0.0281466
3.33676 1.99368 1.95506 0.0148208 0.0271455 0.0163336
2.96281 1.95642 2.02923 0.0357242 0.017359 0.000687921
3.33541 2.49714 2.36123 0.0138427 -0.00425197 0.0136525
3.28683 2.13049 2.33647 -0.015739 0.0250167 -0.00539111
3.30109 2.12209 2.0733 -0.00831676 0.0275901 -0.0161302
3.20477 2.25771 1.88861 -0.0342849 -0.0401846 0.00935413
2.90234 2.16657 1.96725 0.0329539 0.0105351 0.0152572
3.29783 2.26029 2.24335 -0.0101146 -0.0416292 -0.0508208
2.99029 2.25403 2.00183 0.0315008 -0.0381094 0.00883459
3.07369 2.45237 1.93888 0.00370842 -0.0470472 0.0167335
3.31497 2.28684 1.90737 -3.06232e-05 -0.0554947 0.013906
2.98537 2.48398 2.39221 0.0324855 -0.0195321 0.039492
3.28631 2.37078 1.88173 -0.0159906 -0.0769665 0.00660444
3.15608 2.33594 2.11481 -0.0267521 -0.0733741 -0.0329718
3.34444 1.99426 2.42444 0.0205172 0.0272817 0.0670727
2.90815 2.25829 2.28484 0.0340399 -0.0405088 -0.0366856
2.9952 2.31656 2.46041 0.0304267 -0.0678435 0.0974437
3.49179 2.25806 2.04308 0.152002 -0.0403826 -0.00422436
2.9267 2.41135 2.0401 0.0362304 -0.0691781 -0.00313256
3.15228 2.14766 2.11192 -0.0257088 0.0187856 -0.031849
3.004 2.10109 2.45114 0.0282771 0.0325575 0.0895916
3.31658 2.16523 2.01079 0.000988809 0.0111656 0.00643303
3.2142 2.26835 1.995 -0.0342777 -0.0460451 0.0104726
2.95219 2.24753 1.92735 0.0364912 -0.0343878 0.0162751
3.40862 2.00178 2.07536 0.0735525 0.0289803 -0.0169739
3.03952 1.97687 2.44007 0.0170805 0.0229316 0.080286
3.0154 2.35057 2.47867 0.0250927 -0.0759475 0.114279
3.21917 1.98281 2.41549 -0.0340606 0.0244737 0.0594412
2.97199 2.26766 2.00893 0.0346648 -0.0456683 0.00695258
3.03831 1.93646 2.41312 0.017516 0.0118614 0.0574102
3.42343 1.88351 2.44722 0.086213 0.000636207 0.0862895
3.03008 2.35119 2.41841 0.0203981 -0.0760238 0.0619344
3.14642 2.22568 2.21162 -0.0239929 -0.0216275 -0.0543319
3.08373 2.31825 2.35141 -0.000423954 -0.068415 0.00587001
2.91355 2.13623 2.18745 0.0348667 0.023078 -0.0529771
3.20766 2.05291 2.33843 -0.0343382 0.0359639 -0.00395553
3.1915 2.11211 2.45981 -0.0334302 0.0302138 0.0969362
3.03435 1.90896 2.47559 0.0189248 0.00503655 0.111164
3.21302 2.34473 2.41927 -0.0343074 -0.0750959 0.0626677
3.35623 2.38643 2.17232 0.0296505 -0.0755729 -0.0505446
3.04967 2.047 1.97707 0.0132922 0.0356528 0.0139234
3.13765 2.29921 2.02585 -0.0212107 -0.0611285 0.00181322
2.92065 2.44781 2.37329 0.0357131 -0.0502351 0.0235271
3.45101 2.23713 2.05303 0.109481 -0.0283365 -0.00800549
3.01242 2.22774 2.33702 0.0259667 -0.0228363 -0.00499132
2.9506 2.48474 2.18055 0.0365626 -0.0187364 -0.0520081
3.11975 2.32995 2.31805 -0.014851 -0.0719099 -0.0180614
3.17739 2.39109 2.02582 -0.0314855 -0.0747732 0.00182552
2.98875 2.06124 2.26827 0.0318197 0.036146 -0.0436165
3.22125 1.88805 2.47217 -0.0339249 0.00120943 0.107894
3.23394 2.44971 2.21059 -0.0325185 -0.0489298 -0.0543425
3.36249 2.25631 2.38591 0.0346655 -0.0393962 0.0341362
3.34689 2.30855 2.4315 0.0223815 -0.064934 0.0730629
3.21902 2.37698 2.15751 -0.0340692 -0.0766498 -0.0471298
2.87963 2.27769 2.01265 0.0254821 -0.0509511 0.00590083
2.98419 2.07905 2.0114 0.0327059 0.035478 0.00625866
3.46187 2.13477 2.28353 0.118707 0.023586 -0.0372938
2.889 2.48912 1.91015 0.0294828 -0.0139765 0.0143653
3.44524 2.09494 1.94434 0.104627 0.033609 0.0167324
3.23102 2.38384 2.33429 -0.0329305 -0.0759397 -0.00696195
3.31789 2.44336 2.23017 0.00183336 -0.0531639 -0.0530412
3.36019 2.02666 2.05929 0.0328152 0.033515 -0.0104652
3.31556 2.11455 2.47151 0.000344425 0.0296171 0.107282
3.39296 1.90203 2.33316 0.0601375 0.00359182 -0.00777357
2.95373 2.45005 2.18744 0.0364109 -0.0486864 -0.0529759
3.34607 1.93797 2.05791 0.0217536 0.0122687 -0.00991589
3.28638 2.04105 2.40048 -0.0159568 0.0351937 0.0465715
3.22019 2.27238 2.46437 -0.0339969 -0.0481897 0.100875
3.02723 1.98439 2.00329 0.0213589 0.0248727 0.00846041
3.28892 2.2923 2.36041 -0.0147242 -0.0580596 0.0129853
3.25218 1.98961 2.13432 -0.0287174 0.026169 -0.0400907
3.09414 1.95473 2.3784 -0.00471197 0.0168898 0.0277929
3.11036 2.44656 2.20836 -0.0112392 -0.0510741 -0.0543438
