Loading configuration file "../inputs/tiny.inp" ...
Initializing simulation state ...
# x y z u v w
1.75047 1.36748 2.3614 0.0291748 0.0268624 0.0137825
1.70579 1.74747 2.3363 0.0362874 -0.0769101 -0.00551338
2.04853 1.76727 2.24912 -0.00973244 -0.0745415 -0.0495041
1.83147 1.31496 2.10447 0.000509142 0.0128108 -0.0289001
2.0157 1.79233 2.39526 -0.0245415 -0.0668607 0.0421034
2.0303 1.7587 2.42832 -0.0187485 -0.0759581 0.0703661
1.99137 1.52453 2.00218 -0.031224 0.0180293 0.0087446
2.11869 1.58897 2.38998 0.039723 -0.0147959 0.0375919
2.00508 1.80435 2.08648 -0.0279196 -0.0612668 -0.0215597
1.79341 1.42138 2.14575 0.01565 0.0356118 -0.0437888
2.08253 1.83012 1.95737 0.011782 -0.0450294 0.0161799
2.00526 1.66969 2.07359 -0.0278687 -0.0591443 -0.0162471
1.96998 1.31666 2.0822 -0.0340107 0.013274 -0.0197928
2.00328 1.76401 2.48739 -0.0284218 -0.0751516 0.124725
1.80535 1.37211 2.06775 0.0110905 0.0279418 -0.013863
1.97171 1.43884 2.16405 -0.0338916 0.0361398 -0.0487556
2.01053 1.57623 2.47936 -0.0262754 -0.00752297 0.115006
2.18587 1.30552 2.37095 0.096753 0.0102793 0.021585
2.22361 1.32503 2.26371 0.129256 0.0155834 -0.0452261
2.11248 1.63748 2.01444 0.0346551 -0.0428395 0.00537667
2.10882 1.31784 2.13105 0.0317143 0.0135973 -0.0389617
2.19104 1.64568 2.23782 0.101107 -0.0472884 -0.0518854
1.78358 1.6652 2.33158 0.0191938 -0.0570879 -0.0088915
1.97422 1.68167 2.26046 -0.033685 -0.0642019 -0.0462961
1.94275 1.86837 2.37931 -0.0335524 -0.00903936 0.028556
1.96446 1.30121 2.3702 -0.0342699 0.00916062 0.0209636
2.1577 1.39938 1.96075 0.0727646 0.03318 0.0159124
2.01795 1.33148 1.97684 -0.0237325 0.0173767 0.01396
1.7929 1.51567 2.4825 0.0158411 0.0214743 0.118476
1.76154 1.6553 2.25989 0.0262191 -0.0522747 -0.0464767
1.93396 1.79106 2.29317 -0.0325174 -0.0673792 -0.032583
2.00618 1.28372 1.91276 -0.0276018 0.0049831 0.0147555
1.73502 1.63506 2.06983 0.0325502 -0.0414974 -0.0147093
1.72117 1.59564 1.92745 0.0347738 -0.0186763 0.0162819
2.07642 1.34487 2.00342 0.00751729 0.0210598 0.00842805
1.84826 1.83018 2.22968 -0.00639188 -0.0449867 -0.0531016
1.98237 1.36827 2.07544 -0.0327461 0.0270483 -0.01701
1.66148 1.70467 2.25047 0.0345694 -0.0718343 -0.0491639
2.24284 1.67093 2.3456 0.154179 -0.0596959 0.00140098
1.80452 1.43892 1.99208 0.0114142 0.036139 0.0111216
1.74988 1.36729 2.35675 0.0293184 0.0268161 0.0100635
1.65283 1.57895 2.30357 0.0330544 -0.00905376 -0.0269091
1.69832 1.29506 2.47477 0.036645 0.0076183 0.110364
1.77122 1.42298 2.36991 0.0233064 0.0357145 0.0207288
2.1735 1.50706 1.88291 0.0862725 0.0245003 0.00715912
2.15832 1.28294 2.48502 0.0732955 0.0048143 0.121536
1.75515 1.40667 2.17929 0.0279755 0.034187 -0.0518067
2.11262 1.61545 1.96052 0.0347699 -0.0302792 0.0159319
1.73521 1.86319 1.98066 0.032515 -0.0150127 0.0133352
2.10379 1.47193 2.16893 0.0277255 0.0332895 -0.0498474
1.71509 1.73856 2.01383 0.0354954 -0.0769565 0.00555727
1.82886 1.82357 1.89985 0.00158356 -0.049712 0.0124202
1.67754 1.80271 2.31308 0.0362881 -0.0621034 -0.0212157
2.11293 1.80749 2.36362 0.0350246 -0.0596002 0.0155783
2.03796 1.41172 1.8812 -0.0151956 0.0347702 0.00634332
1.66287 1.53547 2.48445 0.0347707 0.0133422 0.120823
1.87628 1.56692 2.28621 -0.017264 -0.00237608 -0.0360358
1.91752 1.38192 2.28496 -0.0295424 0.0300644 -0.0366261
2.2478 1.33735 2.31238 0.171224 0.0190031 -0.0216538
1.80897 1.8222 2.42332 0.00966224 -0.0506457 0.0661254
1.66125 1.48801 2.20033 0.0345337 0.0299963 -0.0541092
2.11413 1.44241 2.20833 0.035995 0.0360809 -0.0543436
1.72978 1.5186 2.47177 0.033485 0.0203728 0.107517
1.84202 1.32509 2.03397 -0.00384086 0.0156001 -0.00094281
2.16394 1.60896 2.32273 0.0781163 -0.0264818 -0.0149832
2.16304 1.69034 2.02023 0.0773418 -0.0674244 0.00361968
1.78773 1.36 2.39445 0.0177251 0.0250283 0.0414083
2.17808 1.71468 2.31345 0.0901702 -0.074169 -0.0209901
2.07601 1.53594 2.451 0.00723651 0.0131328 0.0894679
1.8496 1.86163 2.25282 -0.00693907 -0.0167187 -0.0485458
1.98694 1.25474 2.08076 -0.0320377 0.000264757 -0.0191998
2.02049 1.74224 2.27103 -0.0227863 -0.077012 -0.0425765
1.68912 1.45287 1.99981 0.0367364 0.0355682 0.00933755
1.71539 1.49504 2.25379 0.0354629 0.0281656 -0.0482821
1.67234 1.60683 2.09374 0.0358763 -0.0252338 -0.0245491
1.89162 1.36908 2.34482 -0.0225011 0.0272388 0.000810621
1.72422 1.56301 2.48006 0.0343519 -0.000272515 0.115755
1.64602 1.67806 2.26947 0.0315098 -0.0627472 -0.0431686
2.0718 1.30495 2.30821 0.00439734 0.0101296 -0.0241915
1.81842 1.74263 2.43837 0.00586212 -0.0770118 0.0788546
2.1263 1.54959 1.89979 0.0460371 0.00665635 0.0124078
2.12436 1.70212 2.40439 0.0444191 -0.0711388 0.049924
1.91556 1.66046 2.04508 -0.0291032 -0.0548272 -0.00497233
1.77781 1.83104 2.43317 0.0211657 -0.044344 0.0744748
1.97774 1.57355 1.90071 -0.0333304 -0.00602505 0.012611
1.65269 1.73008 2.01262 0.0330262 -0.0764386 0.00590842
1.71596 1.31697 2.32072 0.0354018 0.0133605 -0.016318
2.01411 1.36412 2.24949 -0.0250921 0.0260495 -0.0494118
1.68428 1.35835 2.16566 0.0366264 0.0246109 -0.049128
1.66833 1.57284 2.1691 0.0354653 -0.00563221 -0.0498839
1.85389 1.87131 2.41149 -0.00866839 -0.00534935 0.0560182
1.85602 1.66282 2.06612 -0.00952117 -0.0559609 -0.0132026
2.0864 1.4803 2.30007 0.0145589 0.0317325 -0.0288871
1.87031 1.3305 1.96711 -0.0150621 0.0171033 0.0152735
2.07661 1.6271 2.14859 0.00764556 -0.0370055 -0.0446423
1.73558 1.52111 2.23957 0.0324449 0.0194003 -0.0515696
1.81205 1.54753 2.29354 0.0084359 0.00766859 -0.0323913
1.76005 1.39989 2.39496 0.0266422 0.0332571 0.0418415
1.62627 1.84557 2.478 0.022868 -0.032436 0.113587
2.18555 1.60007 2.13055 0.0964852 -0.0212698 -0.0387849
2.2172 1.68007 2.17594 0.123368 -0.0635625 -0.0512285
2.03863 1.8603 2.21227 -0.0148686 -0.0181473 -0.054322
1.85291 1.43656 2.34328 -0.00827462 0.0361469 -0.000355095
2.1264 1.38299 1.94604 0.0461208 0.0302807 0.016704
2.0984 1.26052 1.95904 0.0235357 0.000874682 0.0160541
1.92008 1.26821 2.16629 -0.0300897 0.00199226 -0.0492686
1.66193 1.5091 2.15315 0.034636 0.0238134 -0.0459521
1.92354 1.4469 2.0062 -0.0307817 0.0359236 0.00769637
1.83432 1.51566 2.25478 -0.000668274 0.0214809 -0.0480036
1.62744 1.46837 2.17884 0.023978 0.0338488 -0.0517311
1.92943 1.41601 1.98842 -0.0318289 0.0351895 0.0118869
2.05922 1.52401 1.92821 -0.00358384 0.0182402 0.0163318
2.18441 1.64288 2.32249 0.0955249 -0.0457906 -0.0151474
2.1792 1.78655 2.29194 0.0911154 -0.0691057 -0.0332135
2.04646 1.56562 2.08241 -0.0108548 -0.00167261 -0.0198801
2.21707 1.69301 2.22526 0.123253 -0.0683364 -0.0535885
2.10031 1.32845 2.43384 0.025016 0.0165339 0.0750359
2.17703 1.34161 2.08952 0.0892739 0.0201722 -0.0228137
1.77746 1.35519 2.23462 0.0212813 0.0238001 -0.0524143
2.00328 1.81502 2.33291 -0.0284215 -0.0552498 -0.00795197
2.12492 1.64746 2.47222 0.0448821 -0.0482308 0.107939
1.82393 1.3621 2.26934 0.00361145 0.0255519 -0.0432195
1.7682 1.3848 1.94683 0.0242454 0.0306408 0.0166863
2.04576 1.35303 2.08127 -0.0112229 0.0232359 -0.0194113
1.75931 1.3427 2.29978 0.0268488 0.0204703 -0.0290483
2.20747 1.55923 2.49311 0.11494 0.00172803 0.134781
1.97039 1.31194 2.17862 -0.0339837 0.0119893 -0.0516954
2.21503 1.31505 2.44202 0.121451 0.0128338 0.0819304
1.82899 1.26022 2.17697 0.00152966 0.000838331 -0.0514117
1.72981 1.36948 1.9945 0.033479 0.0273341 0.0105858
1.94675 1.60346 2.25771 -0.0338855 -0.0232531 -0.0471481
1.78174 1.47146 1.90429 0.0198326 0.0333671 0.0133416
2.17706 1.38076 1.98492 0.0892965 0.0298262 0.0125708
1.72691 1.30871 1.93404 0.0339483 0.0111231 0.0166183
1.69236 1.64412 1.98524 0.0367487 -0.0464554 0.0125104
2.16146 1.60564 1.95471 0.0759872 -0.0245332 0.0163546
1.86205 1.45174 2.43484 -0.0119001 0.0356484 0.0758837
1.92042 1.55916 2.2948 -0.0301607 0.00176412 -0.0317329
2.01037 1.58262 2.18034 -0.0263249 -0.0111436 -0.0519749
1.75938 1.78151 2.05386 0.0268282 -0.0708315 -0.00832697
1.65882 1.86593 1.96979 0.0341508 -0.0119269 0.0149512
1.69094 1.61956 2.03979 0.0367493 -0.0326671 -0.00302059
2.04098 1.64076 2.46107 -0.0136992 -0.044641 0.0980137
1.77591 1.33376 2.06495 0.0217959 0.0180096 -0.0127286
1.72857 1.79562 2.06019 0.033685 -0.0654518 -0.0108199
1.99218 1.45447 2.34365 -0.0310636 0.0354442 -7.37994e-05
2.051 1.74876 1.95212 -0.00836461 -0.0768521 0.0164945
1.83455 1.82456 1.92958 -0.000761765 -0.0490328 0.0164138
2.07271 1.27011 2.43103 0.00500092 0.0023103 0.0726647
1.74447 1.39058 1.96242 0.0305925 0.0317252 0.0157616
2.01233 1.26673 2.35691 -0.0256888 0.00175407 0.0101964
2.23151 1.41633 2.06169 0.137354 0.0352183 -0.0114186
1.87436 1.28912 2.30221 -0.0165642 0.00620121 -0.0276846
1.65731 1.37774 2.16031 0.0338948 0.0291877 -0.0478468
1.76614 1.67322 1.9501 0.0248722 -0.0607033 0.0165829
2.17155 1.71095 2.30626 0.084611 -0.073375 -0.0253495
1.93018 1.76423 2.41623 -0.0319493 -0.0751134 0.060075
1.86587 1.57236 2.01956 -0.0133789 -0.00536469 0.00382716
2.15789 1.4555 2.36302 0.0729321 0.0353574 0.0150913
1.78395 1.27903 2.0706 0.0190654 0.00399376 -0.0150257
1.65469 1.83466 2.10695 0.0334185 -0.0415625 -0.0298906
1.83365 1.53337 2.16648 -0.00039052 0.0142793 -0.0493127
1.76216 1.85941 2.32279 0.0260435 -0.0190869 -0.014946
1.72596 1.79876 2.14061 0.0340941 -0.0640243 -0.0421781
1.8465 1.35782 2.49092 -0.00567574 0.0244741 0.130367
2.059 1.43149 2.04703 -0.00371766 0.0360796 -0.00570275
1.75966 1.5892 2.35387 0.0267499 -0.0149303 0.00779093
2.11532 1.59801 2.39619 0.0369669 -0.0200598 0.0428942
1.64382 1.55964 2.41293 0.0309291 0.00151143 0.0572452
2.24852 1.60816 2.45205 0.176441 -0.0260127 0.0903575
2.23836 1.44884 2.37066 0.14615 0.0358267 0.0213479
2.12381 1.6002 2.47926 0.0439539 -0.0213424 0.114896
2.20959 1.39676 1.92442 0.116748 0.032774 0.0160569
2.23604 1.70195 2.16858 0.14286 -0.0710901 -0.0497725
1.68964 1.67546 2.28301 0.0367417 -0.0616608 -0.037533
2.10474 1.78485 2.08177 0.0284743 -0.0697121 -0.0196176
2.1452 1.35715 2.17242 0.0620538 0.0243035 -0.050563
1.92509 1.81881 2.41395 -0.0310731 -0.052879 0.0581182
2.08949 1.55008 2.01352 0.0168256 0.00641035 0.00564755
1.93029 1.57225 2.00621 -0.0319673 -0.00529995 0.00769519
2.0465 1.66883 2.39753 -0.0108329 -0.0587563 0.0440469
1.63064 1.49022 2.10673 0.0260479 0.0294457 -0.0298022
1.72935 1.49143 2.4083 0.0335563 0.0291346 0.0532834
2.22707 1.79899 2.28389 0.132637 -0.0639134 -0.0371248
1.81883 1.57111 2.16587 0.005695 -0.00467165 -0.0491757
1.80088 1.66269 2.14314 0.0128282 -0.0558999 -0.0429825
2.03134 1.39775 2.16761 -0.0182859 0.0329302 -0.0495633
1.9956 1.76402 2.37511 -0.0303323 -0.0751497 0.025044
2.02052 1.35004 2.22098 -0.0227746 0.0224474 -0.0539441
1.66627 1.38753 1.8876 0.0352218 0.0311657 0.00901006
1.83186 1.59086 1.99838 0.000346484 -0.0158945 0.00968327
1.6455 1.29978 2.40527 0.0313752 0.00879758 0.0506841
2.18897 1.74253 1.92704 0.0993665 -0.0770119 0.0162544
1.88178 1.39101 1.9041 -0.0192161 0.0318035 0.0133049
1.76401 1.34674 2.22543 0.0255048 0.0215644 -0.053572
2.23336 1.54663 2.48489 0.139484 0.00810986 0.121375
1.8538 1.26721 2.39779 -0.00863219 0.00182996 0.0442659
2.09876 1.54313 2.3519 0.0238192 0.00979574 0.0062464
1.86059 1.51642 2.08648 -0.0113282 0.0211982 -0.0215591
1.71721 1.28638 2.31041 0.0352611 0.0055734 -0.0228601
2.0203 1.7103 2.03404 -0.0228556 -0.0732266 -0.000967813
1.86221 1.79626 2.07169 -0.0119635 -0.0651696 -0.0154685
2.08777 1.49972 2.36034 0.0155596 0.026819 0.0129332
1.99462 1.70806 2.13271 -0.0305503 -0.072697 -0.0395372
2.0998 1.45819 2.48113 0.0246171 0.0351088 0.116925
1.98893 1.50132 2.48719 -0.0316886 0.0263364 0.124439
2.07322 1.65406 1.93868 0.00534443 -0.0516497 0.0167309
2.23464 1.70828 2.11911 0.141055 -0.0727505 -0.0346095
1.77153 1.49695 2.39007 0.0232077 0.027629 0.037669
1.99669 1.61736 1.97112 -0.0300852 -0.0313879 0.0147798
2.24687 1.43596 2.26149 0.166391 0.0361449 -0.0459648
1.62672 1.56088 2.10202 0.023336 0.000859752 -0.0279153
1.87818 1.76233 1.97179 -0.017945 -0.075432 0.014691
2.00205 1.75266 2.46039 -0.0287532 -0.0765965 0.0974281
1.99324 1.43451 1.97745 -0.030845 0.0361334 0.0138638
2.05844 1.48288 2.09634 -0.00405146 0.0311827 -0.0256127
1.77931 1.42167 2.42107 0.0206593 0.0356313 0.0642011
2.00136 1.42589 2.42256 -0.0289356 0.0358743 0.0654706
2.04009 1.63116 2.31697 -0.0141473 -0.039315 -0.0187557
1.78512 1.58334 2.39676 0.0186539 -0.0115533 0.0433847
1.79868 1.68844 2.03847 0.0136708 -0.0667509 -0.00253957
1.63333 1.52279 2.41234 0.0273463 0.0187313 0.0567447
2.16332 1.27142 1.90871 0.0775783 0.00253873 0.0141328
1.98244 1.35364 2.13745 -0.032737 0.0233954 -0.041143
2.2024 1.60788 1.89076 0.110648 -0.0258465 0.0100425
1.69646 1.75374 2.13256 0.036695 -0.0765041 -0.0394865
1.90585 1.38471 2.48374 -0.0266913 0.0306226 0.119943
2.23097 1.41233 1.88641 0.136748 0.0348341 0.00858169
1.79488 1.35861 2.22187 0.0151055 0.0246771 -0.0538795
2.15071 1.63987 2.34299 0.0667721 -0.0441522 -0.000573058
1.86895 1.56496 2.30059 -0.0145521 -0.00131893 -0.0285936
1.71417 1.37547 2.17593 0.03559 0.0286946 -0.0512273
1.70747 1.61974 2.16001 0.0361724 -0.0327736 -0.0477723
1.81477 1.65418 2.11371 0.00734199 -0.0517107 -0.0325467
2.12007 1.47441 2.43096 0.0408621 0.0328638 0.0726044
2.0512 1.373 2.26442 -0.00825287 0.0281427 -0.0449858
1.72111 1.82749 2.34777 0.0347817 -0.0469572 0.00305808
2.23175 1.50014 2.07005 0.137619 0.0266927 -0.0147994
1.75917 1.46999 2.44629 0.0268876 0.0336013 0.0855091
1.9155 1.54094 1.95104 -0.0290908 0.0108333 0.0165439
1.64857 1.30684 2.42055 0.0321279 0.0106275 0.063764
1.63096 1.32844 2.12318 0.026217 0.0165321 -0.0361287
1.97544 1.52276 1.96441 -0.0335714 0.0187454 0.0155654
2.14969 1.59899 2.44687 0.0658946 -0.0206365 0.0859981
1.9036 1.4125 2.15113 -0.0260772 0.034852 -0.0453821
2.01878 1.7084 1.94395 -0.0234293 -0.0727809 0.016737
1.8568 1.29953 1.95704 -0.00983266 0.00873283 0.0162032
1.76478 1.81942 2.12178 0.0252767 -0.0524814 -0.0356127
2.2476 1.46329 1.91755 0.170022 0.0345402 0.0153764
2.01405 1.49218 1.90748 -0.0251133 0.0289408 0.0139248
1.96895 1.37355 2.07184 -0.0340734 0.0282674 -0.0155308
1.93672 1.43679 2.08197 -0.0328865 0.0361473 -0.0196982
2.1928 1.37523 1.92527 0.102582 0.028642 0.0161242
1.74261 1.56938 2.18718 0.0310053 -0.00371742 -0.0529438
2.03953 1.4301 2.3456 -0.0144262 0.0360412 0.00139797
2.23832 1.25665 2.36148 0.146085 0.000439925 0.0138477
1.85646 1.4441 1.93313 -0.00969475 0.0360327 0.0165839
1.76473 1.64509 2.208 0.0252931 -0.0469775 -0.0543413
2.19553 1.45434 1.90794 0.104877 0.0354544 0.0140037
1.67989 1.29663 2.36074 0.0364307 0.00800738 0.0132545
1.9186 1.51494 2.44497 -0.0297762 0.0217467 0.0844072
1.69476 1.54503 2.13342 0.0367267 0.00888575 -0.039782
2.0353 1.30445 1.98388 -0.0164674 0.00999925 0.0127643
2.1866 1.32444 2.12114 0.0973644 0.015421 -0.0353714
2.23041 1.76661 2.17073 0.136131 -0.0746726 -0.0502246
1.93169 1.27648 2.10885 -0.032186 0.003484 -0.0306453
1.90731 1.86419 2.03415 -0.0270788 -0.0139009 -0.00100741
1.69487 1.47805 2.1101 0.0367249 0.0321834 -0.0311368
2.1131 1.74913 2.2805 0.0351599 -0.0768331 -0.0386622
2.19658 1.51846 2.164 0.105759 0.0204248 -0.0487422
1.76272 1.83763 2.38097 0.0258792 -0.0391891 0.0299532
2.09756 1.6657 1.98835 0.0228963 -0.0573201 0.011901
1.82585 1.41337 2.21383 0.00282387 0.0349401 -0.0542878
1.89754 1.80134 2.4979 -0.0243294 -0.0627838 0.15185
2.17875 1.34829 2.13902 0.0907346 0.0219809 -0.0416618
1.95985 1.83222 2.49919 -0.0343462 -0.0434504 0.164143
2.10904 1.36327 1.99426 0.0318911 0.0258417 0.0106402
2.15709 1.27373 2.46425 0.0722404 0.00295912 0.100765
1.94738 1.7294 2.14976 -0.0339304 -0.0763737 -0.044987
2.21344 1.52906 2.45237 0.120064 0.016145 0.0906198
1.6444 1.55701 2.36037 0.0310869 0.00288386 0.0129604
1.75656 1.64302 2.13535 0.0276016 -0.0458653 -0.0404383
1.88379 1.60221 2.14521 -0.0199103 -0.0225226 -0.0436235
1.65646 1.83843 2.21437 0.0337458 -0.0385365 -0.0542726
1.65281 1.66442 1.98496 0.0330495 -0.0567203 0.0125619
2.12322 1.64382 1.98474 0.0434702 -0.0462956 0.0126041
1.91837 1.81297 1.92534 -0.0297274 -0.0564849 0.0161301
1.66233 1.36073 2.01183 0.0346941 0.0252116 0.00613626
1.63211 1.79306 2.11063 0.0267881 -0.0665557 -0.0313457
2.17266 1.4836 2.21842 0.0855556 0.031025 -0.054103
1.7699 1.52604 2.36733 0.02372 0.0174102 0.0186094
2.10681 1.73494 1.87908 0.0301122 -0.0768015 0.00514822
1.87225 1.48439 1.91737 -0.0157877 0.0308463 0.0153553
2.09981 1.55949 1.914 0.0246288 0.00159166 0.0149278
2.19414 1.75845 2.07584 0.103708 -0.0759908 -0.017172
1.93042 1.48852 2.33596 -0.0319876 0.029872 -0.00575486
2.2258 1.61467 2.45045 0.131368 -0.0298243 0.0890048
2.14585 1.30505 2.25657 0.0626068 0.0101565 -0.0474875
1.7525 1.6344 2.03119 0.0286629 -0.0411287 2.16722e-05
2.1694 1.69874 2.16202 0.0827776 -0.070154 -0.0482707
2.18472 1.81196 2.18394 0.0957791 -0.0570755 -0.0525155
2.11641 1.4005 2.15942 0.0378514 0.0333464 -0.0476243
1.68575 1.80731 2.43364 0.0366715 -0.059698 0.0748671
1.90441 1.34557 2.42125 -0.0263015 0.0212478 0.0643556
1.9988 1.76308 2.29821 -0.0295821 -0.0753106 -0.0299056
1.82339 1.37228 2.0208 0.00383441 0.0279799 0.0034402
1.91755 1.78391 2.26352 -0.0295499 -0.0700371 -0.0452906
1.65584 1.69365 2.25675 0.0336328 -0.0685474 -0.0474352
2.19664 1.82667 2.3023 0.105808 -0.0475425 -0.0276322
1.74624 1.25625 2.15173 0.0301874 0.000400268 -0.0455534
1.64642 1.686 2.17255 0.0316109 -0.0658575 -0.0505895
2.18605 1.69302 2.0846 0.0969016 -0.0683398 -0.0207854
1.83701 1.47371 1.92783 -0.00177916 0.0329865 0.016307
1.70252 1.80697 2.28109 0.0364751 -0.059882 -0.0383972
2.23821 1.32579 2.44417 0.145913 0.0157965 0.0837304
2.15885 1.817 2.30224 0.0737491 -0.0540242 -0.0276672
1.88738 1.64249 2.34845 -0.0211203 -0.0455811 0.00357687
1.71794 1.69639 2.19168 0.0351773 -0.0694326 -0.0534481
1.70155 1.32202 2.27704 0.0365214 0.0147511 -0.0401563
2.09724 1.84309 2.26631 0.0226512 -0.0346089 -0.0443257
1.64398 1.74462 2.28196 0.0309725 -0.0769921 -0.0380062
1.81575 1.46268 2.452 0.00694616 0.0346149 0.0903124
2.14945 1.53336 2.4585 0.0656936 0.0142824 0.0958138
2.11271 1.69725 2.34123 0.0348446 -0.0697004 -0.00188655
2.04718 1.7819 2.1675 -0.0104631 -0.0707055 -0.0495382
2.09974 1.73161 2.03334 0.0245714 -0.0765715 -0.000722971
1.77073 1.83019 2.04189 0.0234627 -0.0449799 -0.00378846
2.16665 1.80229 1.97204 0.0804347 -0.0623146 0.0146575
2.12986 1.28929 1.97711 0.0490189 0.00623874 0.0139173
1.87974 1.61016 2.25248 -0.0185005 -0.0271866 -0.0486381
1.68961 1.37327 2.34852 0.0367414 0.0282045 0.00363239
2.07727 1.43262 2.36072 0.00809669 0.0361045 0.0132368
2.10512 1.59533 1.95068 0.0287775 -0.0184952 0.0165593
1.64347 1.37086 1.92965 0.0308317 0.0276528 0.0164173
1.93848 1.40634 2.15024 -0.0331008 0.0341447 -0.0451254
2.09343 1.52656 2.1479 0.0197582 0.0171975 -0.0444372
2.1019 1.52531 2.38313 0.026247 0.0177139 0.0317741
1.85136 1.70789 2.16811 -0.00765053 -0.0726561 -0.0496715
2.21853 1.54321 2.44137 0.124559 0.00975786 0.0813773
1.93137 1.43078 1.89097 -0.032137 0.0360609 0.0101075
1.96064 1.68986 1.9028 -0.0343421 -0.0672558 0.0130481
1.70685 1.37673 2.48558 0.0362168 0.0289709 0.122259
1.94772 1.72516 2.46464 -0.0339533 -0.075895 0.101108
2.17379 1.26748 2.0513 0.0865217 0.00187434 -0.00733313
1.62932 1.47161 2.43787 0.0252927 0.033342 0.0784398
