Loading configuration file "../inputs/tiny.inp" ...
Initializing simulation state ...
# x y z u v w
2.09084 1.56602 2.11427 0.017823 -0.00188993 -0.0327612
2.00156 1.87194 2.24709 -0.0288823 -0.00451562 -0.0499911
2.14456 1.37309 2.16731 0.0615004 0.0281628 -0.0494958
2.17167 1.37357 2.47297 0.0847154 0.0282722 0.108645
1.84617 1.68407 2.19402 -0.00554108 -0.0651305 -0.0536681
1.85057 1.45687 2.1435 -0.0073291 0.0352349 -0.0430939
1.69929 1.52514 2.12029 0.036613 0.0177798 -0.0350533
1.82618 1.70557 2.12003 0.00268825 -0.0720713 -0.0349571
1.96202 1.46918 2.35933 -0.0343261 0.0337275 0.0121232
1.99198 1.42564 2.07766 -0.031103 0.0358618 -0.0179233
1.92758 1.42666 2.31956 -0.0315179 0.0359102 -0.017079
1.70227 1.25434 1.88657 0.0364872 0.000231526 0.00863964
1.89228 1.79497 1.89401 -0.0227097 -0.0657375 0.0109814
1.81479 1.49241 1.9253 0.00733289 0.0288792 0.0161272
1.72892 1.53762 2.31635 0.0336266 0.0123699 -0.0191538
1.77584 1.71195 2.34427 0.0218189 -0.0735964 0.000389404
1.70516 1.33875 2.01014 0.0363272 0.0193867 0.00661639
1.8344 1.5591 1.97163 -0.000700711 0.00179477 0.0147132
2.14734 1.32377 2.40796 0.0638818 0.0152359 0.0529919
2.0681 1.59539 2.37778 0.00197271 -0.0185306 0.0272771
2.17528 1.50881 2.41466 0.0877922 0.0239131 0.0587299
2.21494 1.79554 2.32078 0.121369 -0.0654894 -0.0162773
1.86825 1.87105 2.01872 -0.014285 -0.0056802 0.00408542
1.8744 1.82726 2.31169 -0.0165778 -0.0471254 -0.0220814
2.13291 1.48708 2.39137 0.0515882 0.0302204 0.0387789
1.70604 1.4469 1.89113 0.0362709 0.0359237 0.0101557
2.14632 1.71616 2.1373 0.063013 -0.0744595 -0.0410938
1.92422 1.62529 2.07448 -0.0309105 -0.0359752 -0.0166129
1.87524 1.75075 1.91936 -0.0168846 -0.0767364 0.0155788
1.75561 1.42782 1.90107 0.0278554 0.0359604 0.0126883
2.08413 1.38865 2.04904 0.012922 0.0313742 -0.00646582
1.86152 1.32559 2.04174 -0.0116917 0.0157403 -0.00373273
1.72541 1.83743 2.21845 0.0341778 -0.0393495 -0.0541009
1.72608 1.87266 1.93317 0.0340761 -0.0035416 0.0165858
2.15175 1.85118 1.9499 0.0676641 -0.0272856 0.0165904
2.19963 1.73649 2.23246 0.108318 -0.07688 -0.0527338
2.18137 1.62451 1.92975 0.092954 -0.0355278 0.0164232
2.02507 1.73683 2.48468 -0.0209739 -0.0768949 0.121102
2.03835 1.39224 1.89559 -0.0150064 0.0320199 0.0113984
1.64359 1.58849 2.32657 0.0308651 -0.0145179 -0.0123826
1.8928 1.32156 2.33096 -0.0228744 0.0146225 -0.0093289
2.0566 1.65509 2.34822 -0.00515006 -0.0521713 0.00339855
1.76922 1.48305 2.06103 0.0239335 0.0311459 -0.0111555
1.97945 1.71672 2.05437 -0.03313 -0.0745642 -0.00852615
1.93874 1.58277 2.44993 -0.0331314 -0.0112281 0.0885736
1.7702 1.33126 2.01602 0.0236283 0.0173158 0.00490736
2.02372 1.51634 2.33864 -0.0215216 0.0212252 -0.00380009
2.15837 1.80493 2.00782 0.0733381 -0.0609648 0.00725986
2.2436 1.85423 1.93046 0.155941 -0.0243366 0.0164617
2.03066 1.7249 2.08002 -0.0185885 -0.0758622 -0.0188932
1.76643 1.29724 2.38095 0.024785 0.00815888 0.0299394
1.93477 1.49094 2.33291 -0.0326296 0.0292623 -0.0079471
1.82962 1.3609 2.18656 0.00127256 0.0252547 -0.0528657
2.03234 1.35236 2.04407 -0.0178373 0.023059 -0.0045926
2.05111 1.67283 2.49801 -0.00830747 -0.0605338 0.152573
1.88965 1.66994 2.22555 -0.0218651 -0.0592561 -0.0535606
2.23835 1.28659 2.39357 0.146125 0.00562051 0.0406548
2.12634 1.46199 2.27071 0.046068 0.0346971 -0.0426998
1.806 1.5841 2.42689 0.0108348 -0.0119913 0.0691569
1.94054 1.57242 2.17585 -0.0333311 -0.0053952 -0.0512118
1.95814 1.4221 2.47891 -0.0343423 0.0356593 0.114535
1.88411 1.26215 2.12304 -0.0200186 0.00108644 -0.0360796
1.7997 1.52781 2.17182 0.0132815 0.0166727 -0.0504455
2.09842 1.43741 2.31891 0.0235585 0.036147 -0.0175054
2.03346 1.37708 2.36925 -0.0173225 0.0290462 0.0201803
1.91865 1.54942 2.10063 -0.0297875 0.00673787 -0.0273553
1.83192 1.49232 2.12362 0.000320609 0.028902 -0.0362931
1.63697 1.45664 2.29593 0.028785 0.0352561 -0.0311345
1.63197 1.85622 2.14894 0.0267207 -0.0223619 -0.0447456
1.77153 1.33688 2.47774 0.0232087 0.0188718 0.11332
2.11444 1.60555 2.04158 0.0362503 -0.0244811 -0.00367331
2.04358 1.66438 2.31926 -0.0123681 -0.0566992 -0.0172793
1.90618 1.82283 1.90996 -0.0267804 -0.0502153 0.0143355
1.8264 1.80912 2.47026 0.00259682 -0.058699 0.106131
1.80039 1.46964 2.23121 0.0130139 0.0336564 -0.052905
1.9974 1.7742 2.24628 -0.0299181 -0.0729501 -0.0501778
1.94355 1.84343 2.17342 -0.0336263 -0.0343189 -0.0507585
2.23713 1.37064 1.97841 0.144356 0.0276022 0.0137102
2.16438 1.48355 2.05569 0.0784909 0.0310344 -0.00904315
1.95637 1.28145 2.02927 -0.0343204 0.00449682 0.000674953
2.06262 1.77724 2.0676 -0.00150491 -0.0721245 -0.0138048
1.92058 1.64028 2.38578 -0.0301931 -0.044379 0.0340194
1.70272 1.63578 2.11997 0.0364648 -0.0419014 -0.0349336
2.06017 1.73087 2.46919 -0.00300875 -0.0765091 0.105154
1.85692 1.47076 2.4401 -0.0098804 0.0334805 0.080315
2.17682 1.73961 2.20396 0.089094 -0.076983 -0.054261
1.86994 1.61361 2.35431 -0.0149233 -0.0292031 0.00813631
2.06945 1.5614 2.3502 0.00284796 0.000582922 0.00493232
2.11708 1.31695 1.95894 0.0384009 0.0133549 0.0160618
2.21459 1.35974 2.38942 0.121066 0.024963 0.0371206
2.17896 1.47737 2.22698 0.0909124 0.032316 -0.0534133
2.22509 1.86718 1.97248 0.130676 -0.0104591 0.014598
1.9568 1.37846 1.90292 -0.0343274 0.0293417 0.0130724
1.87994 1.42812 2.26005 -0.0185723 0.035972 -0.0464257
2.2331 1.64364 2.22994 0.139179 -0.0462009 -0.0530692
2.00647 1.66368 2.08578 -0.0275162 -0.0563731 -0.0212698
1.62802 1.858 2.29342 0.0244245 -0.0205534 -0.0324525
1.68209 1.87335 2.22039 0.0365403 -0.00257216 -0.0539842
1.96062 1.29959 2.44965 -0.0343423 0.00874854 0.088338
1.98804 1.39937 2.34641 -0.0318468 0.0331793 0.00201905
1.63495 1.55462 2.29576 0.0280217 0.00411836 -0.0312228
