Loading configuration file "../inputs/tiny.inp" ...
Initializing simulation state ...
# x y z u v w
4.83519 1.76681 1.12916 0.0359597 -0.0746337 0.02843
5.35695 1.83222 0.780065 0.137847 -0.043448 0.000404917
4.88093 1.36774 1.01121 0.0277695 0.0269235 -0.0460558
4.94991 1.65374 0.999726 0.00321029 -0.0514886 -0.0493525
5.0118 1.69434 1.06892 -0.0209266 -0.0687733 -0.0174985
5.04626 1.85797 1.1014 -0.0303314 -0.0205788 0.00586106
4.85816 1.76884 0.767107 0.0328946 -0.074215 0.00458002
5.03977 1.30743 1.08484 -0.028923 0.0107846 -0.00656851
5.35446 1.8211 0.916414 0.135116 -0.0513763 -0.0492975
5.36076 1.85147 0.66619 0.142487 -0.0270034 0.0152123
4.90896 1.34566 0.965917 0.0190604 0.0212746 -0.0542195
4.89851 1.7814 1.12393 0.0225771 -0.0708667 0.024055
5.34437 1.39262 1.13583 0.125317 0.0320846 0.0340659
4.97055 1.77285 0.776692 -0.00528793 -0.0732921 0.00153701
5.19882 1.64255 0.750556 0.00574464 -0.0456122 0.00915259
4.81759 1.43324 0.968189 0.0367478 0.0361157 -0.0541151
5.18861 1.51266 0.949533 -0.000887309 0.0225691 -0.0540655
5.28734 1.53188 1.21061 0.0767401 0.0149298 0.0976168
5.10302 1.86954 0.668997 -0.0332991 -0.00760528 0.0155393
4.75782 1.29382 1.07843 0.0271195 0.00731756 -0.0110986
4.87436 1.73847 0.806587 0.0294462 -0.0769539 -0.00939465
5.13421 1.25672 0.747132 -0.0266894 0.000446906 0.00997969
5.17524 1.6752 0.663192 -0.00879161 -0.0615532 0.0148168
5.2125 1.70564 1.01036 0.0153639 -0.0720888 -0.046329
5.09147 1.33461 0.68278 -0.0341969 0.0182456 0.01657
5.10189 1.67813 1.02506 -0.0334233 -0.0627739 -0.0409771
4.85987 1.43736 0.97931 0.0325802 0.0361471 -0.0531476
5.13887 1.79849 0.677557 -0.0251729 -0.0641475 0.0162892
4.87206 1.85215 1.16709 0.0299971 -0.0263628 0.0608062
5.02805 1.8089 1.09225 -0.0259247 -0.0588232 -0.00112327
5.17423 1.65946 0.796228 -0.00935028 -0.0543415 -0.00540174
5.11872 1.61259 0.914658 -0.0307431 -0.0286105 -0.0488966
4.94206 1.37768 0.847161 0.00641731 0.0291762 -0.0259458
4.94411 1.68649 0.823427 0.00558333 -0.0660391 -0.0161819
4.91282 1.50482 1.18489 0.0176915 0.025234 0.0759228
4.78243 1.4885 0.781081 0.0339155 0.0298767 5.8107e-05
5.16466 1.28408 0.731428 -0.014357 0.00506265 0.013203
5.2784 1.5763 0.850446 0.0690806 -0.00756219 -0.0272804
4.768 1.78496 0.725458 0.0307001 -0.0696721 0.0141705
5.1901 1.56789 1.04736 5.0023e-05 -0.00290456 -0.0303665
5.17423 1.74669 0.775276 -0.00934929 -0.076939 0.00200301
4.99267 1.62161 0.937754 -0.0140667 -0.0338528 -0.0530143
4.80693 1.68074 0.993463 0.0365331 -0.0638324 -0.0507976
5.18435 1.35449 0.824741 -0.00350781 0.0236177 -0.016721
5.20099 1.54493 0.93448 0.00721894 0.00893519 -0.0525903
4.92226 1.62803 0.793517 0.0142072 -0.0375357 -0.00438786
4.83964 1.31449 1.16265 0.0355424 0.012682 0.0570074
5.09609 1.79479 0.83867 -0.0339361 -0.0658147 -0.0224631
5.06118 1.55145 0.824879 -0.0328173 0.0057229 -0.0167778
5.00423 1.72001 0.796056 -0.018318 -0.0751417 -0.00533692
4.92945 1.832 1.10539 0.0114413 -0.0436204 0.00899264
5.12258 1.60289 1.07735 -0.0298761 -0.0229197 -0.0118447
5.28953 1.60507 1.2371 0.078615 -0.0241979 0.124315
5.34499 1.57207 1.00601 0.125885 -0.0052024 -0.0476525
5.13811 1.29599 1.03102 -0.02543 0.00784669 -0.038429
5.04727 1.38033 0.7615 -0.0305342 0.0297376 0.00623111
4.9973 1.55317 0.723415 -0.0158026 0.00485424 0.0144676
5.31636 1.76968 0.883325 0.10137 -0.0740343 -0.0397496
4.99216 1.79284 1.10121 -0.0138709 -0.0666458 0.0057101
4.86607 1.72777 0.979347 0.0313365 -0.0762051 -0.053143
5.06985 1.80247 0.976786 -0.0337381 -0.0622213 -0.0534343
5.19786 1.64805 1.04825 0.00510143 -0.0485425 -0.0298859
4.81378 1.41909 0.9988 0.0367323 0.0354463 -0.0495817
5.34245 1.31905 1.22478 0.123592 0.0139303 0.110372
5.2496 1.36437 0.759559 0.0446182 0.0261115 0.00677906
5.04229 1.48064 0.918234 -0.0294915 0.0316606 -0.0496985
5.09699 1.59731 0.698576 -0.0338699 -0.0196529 0.0166371
5.07528 1.70955 0.959455 -0.0341064 -0.0730533 -0.0543468
4.8662 1.5152 0.788734 0.0313099 0.0216498 -0.00263663
5.24618 1.76893 0.953612 0.0417764 -0.0741975 -0.0542498
5.31001 1.56082 1.11376 0.0960259 0.000891102 0.0156977
4.76666 1.71662 1.09506 0.0303142 -0.0745459 0.000990675
5.07476 1.45096 0.768045 -0.0340782 0.0356998 0.00429424
5.31099 1.65784 1.02168 0.0968573 -0.0535414 -0.0423264
4.78257 1.78857 1.06401 0.0339411 -0.0683531 -0.0206371
4.92305 1.81178 0.781276 0.0139112 -0.057183 -8.76794e-06
5.20202 1.30925 0.867997 0.00792561 0.0112692 -0.0341896
5.10554 1.55205 1.07128 -0.0329936 0.00542051 -0.0159509
5.08217 1.57241 0.645913 -0.0343326 -0.00539198 0.0114818
4.86027 1.70209 1.07497 0.0325034 -0.0711311 -0.0134736
5.33079 1.41315 1.24287 0.113509 0.0349187 0.134261
5.10273 1.73515 0.77863 -0.0333314 -0.0768133 0.000890063
5.01789 1.85634 0.750855 -0.0229023 -0.0222345 0.00907825
4.89276 1.6435 0.879043 0.0243824 -0.0461232 -0.0382533
5.16419 1.51523 1.16625 -0.0145918 0.0216374 0.0600888
5.14566 1.45431 1.19313 -0.0227194 0.0354566 0.0828581
5.14261 1.67375 1.06331 -0.0238573 -0.0609305 -0.0210727
5.06401 1.81253 0.739114 -0.0331618 -0.056744 0.0117453
5.03102 1.48372 0.859051 -0.0267369 0.0309966 -0.0307226
5.10952 1.41253 0.944062 -0.032429 0.0348548 -0.0536714
4.96025 1.51026 1.17461 -0.00105298 0.023415 0.0672182
4.91878 1.6302 0.866446 0.0155137 -0.0387712 -0.0335982
5.20727 1.68206 0.832996 0.0115959 -0.0643531 -0.0201222
4.91031 1.34197 1.14456 0.0185871 0.0202694 0.0415055
5.16294 1.78574 1.23851 -0.0152045 -0.0693982 0.126378
5.32599 1.76175 0.645777 0.109462 -0.075524 0.0114471
5.17232 1.38719 1.02557 -0.0103906 0.0311012 -0.0407679
5.04993 1.86199 0.677412 -0.0310446 -0.0163333 0.0162796
4.75205 1.48228 1.11892 0.0236474 0.0313138 0.019913
4.98894 1.3142 0.702266 -0.0126335 0.0126019 0.0164875
5.09449 1.81286 0.876388 -0.0340415 -0.0565514 -0.0373017
5.10106 1.72538 0.721159 -0.0335093 -0.0759234 0.0147752
5.21128 1.289 0.925543 0.0144714 0.00617357 -0.0511565
4.75108 1.27224 1.10947 0.0226404 0.00268612 0.0122359
5.03115 1.86085 0.864347 -0.0267702 -0.0175566 -0.0327915
5.16142 1.61702 0.625464 -0.0159362 -0.0311909 0.00173403
5.2659 1.33913 1.1182 0.0583815 0.019492 0.0193183
5.06966 1.64849 0.941741 -0.0337227 -0.0487724 -0.0534545
