Cores	MON=0 RES=0	MON=1 RES=0	MON=0 RES=1	MON=1 RES=1
1   1.22125e+06 1.92009e+06 2.84091e+06 3.75192e+06 4.41065e+06 4.88172e+06 1.20223e+06 1.92942e+06 2.83401e+06 3.74876e+06 4.4161e+06 4.89013e+06 1.20931e+06 1.96936e+06 2.84123e+06 3.73697e+06 4.4093e+06 4.89468e+06 1.22021e+06 1.96767e+06 2.84467e+06 3.74174e+06 4.40911e+06 4.88711e+06 
2   2.2629e+06 3.57993e+06 5.08427e+06 6.80845e+06 8.13037e+06 9.17636e+06 2.25311e+06 3.56589e+06 5.06015e+06 6.77008e+06 8.14722e+06 8.84645e+06 2.26917e+06 3.56633e+06 5.10575e+06 6.80874e+06 8.11088e+06 9.15824e+06 2.2518e+06 3.58378e+06 5.09866e+06 6.81031e+06 8.12125e+06 8.84606e+06 
4   4.13001e+06 6.65912e+06 9.685e+06 1.30412e+07 1.56462e+07 1.78921e+07 4.06901e+06 6.62383e+06 9.69133e+06 1.2994e+07 1.58593e+07 1.77522e+07 4.03877e+06 6.34921e+06 9.83574e+06 1.29904e+07 1.58545e+07 1.7892e+07 3.91773e+06 6.44309e+06 9.66394e+06 1.28595e+07 1.57544e+07 1.76401e+07 
8   7.41345e+06 1.21951e+07 1.78364e+07 2.42873e+07 2.97486e+07 3.35381e+07 7.44768e+06 1.20649e+07 1.79043e+07 2.42131e+07 2.96412e+07 3.35962e+07 7.44048e+06 1.2219e+07 1.79115e+07 2.42733e+07 2.96989e+07 3.3612e+07 7.39536e+06 1.21758e+07 1.79525e+07 2.40942e+07 2.94334e+07 3.36488e+07 
16  1.37193e+07 2.23989e+07 3.31592e+07 4.57195e+07 5.64872e+07 6.39923e+07 1.37155e+07 2.23364e+07 3.32143e+07 4.58216e+07 5.65671e+07 6.40346e+07 1.35685e+07 2.25073e+07 3.33444e+07 4.58348e+07 5.66352e+07 6.36968e+07 1.35575e+07 2.18293e+07 3.32143e+07 4.58059e+07 5.65631e+07 6.40064e+07 
32  1.92567e+07 3.34784e+07 5.11313e+07 7.38757e+07 9.52664e+07 1.11912e+08 1.95427e+07 3.33389e+07 5.05753e+07 7.37871e+07 9.52098e+07 1.12348e+08 1.95963e+07 3.27869e+07 5.04859e+07 7.36988e+07 9.50853e+07 1.12585e+08 1.95122e+07 3.33278e+07 5.02892e+07 7.40192e+07 9.52608e+07 1.119e+08
